STT	Mã dự án	Dự án	Kế toán	Phòng DA	Cấp QĐ đầu tư trước khi bàn giao	CĐT cũ	QĐ chuyển CĐT	Tình trạng hiện tại
								
		Tổng						
229	7741572	Kè chống sạt lở bờ sông Ngàn Sâu, đoạn qua xã Gia Phố, huyện Hương Khê	Quân	3	T	Hương Khê	2140	6
230	7875138	Xử lý sạt lở bờ sông Ngàn Sâu, đoạn qua các xã: Hương Trạch, Hương Đô, huyện Hương Khê	Quân	3	T	Hương Khê	2140	6
231	XHH2	Nhà đa năng Trường THPT Phúc Trạch, huyện Hương Khê	Quân	3	H	Hương Khê	2140	6
232	8018896	Đường GTNT thôn 3, 4, 7 và cầu Động Bụt thôn 5 xã Hương Lâm	Quân	3	H	Hương Khê	2140	6
233	8159272	Khối nhà hành chính quản trị kết hợp phòng học bộ môn 3 tầng trường Tiểu học Lộc Yên	Quân	3	H	Hương Khê	2140	6
234	7999322	Nâng cấp, cải tạo TH Hương Lâm	Quân	3	H	Hương Khê	2140	6
235	8026957	Kè chống sạt lở bờ sông Tiêm đoạn qua xã Hương Xuân	Quân	3	H	Hương Khê	2140	7
236	8002570	Nhà làm việc 02 tầng và các hạng mục phụ trợ UBND xã Hương Lâm	Quân	3	H	Hương Khê	2140	6
237	7902752	Nhà hành chính quản trị 2 tầng trường Tiểu học Hà Linh	Quân	3	H	Hương Khê	2140	6
238	7990459	Nâng cấp, cải tạo THCS Phương Điền	Quân	3	H	Hương Khê	2140	6
239	7914473	Đường GTNT xóm 4, 5 xã Hương Thủy	Quân	3	H	Hương Khê	2140	6
240	7903685	Sửa chữa, nâng cấp Đường GTNT thôn Vĩnh Đại, xã Quang Vĩnh	Huân	1	T	Đức Thọ	2140	7
241	7941296	Dự án Đường nối Quốc lộ 8A - Cụm công nghiệp Thái Yên - Quốc lộ 15A, huyện Đức Thọ	Huân	1	T	Đức Thọ	2140	7
242	7953262	Dự án Đường huyện lộ ĐH56 đoạn qua xã Hòa Lạc, huyện Đức Thọ	Huân	1	T	Đức Thọ	2140	7
243	7995822	Dự án Nâng cấp hệ thống mương thủy lợi Đập Am, xã Đức Đồng, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	7
244	8035279	Dự án Nâng cấp đường giao thông thôn Châu Diên, xã Tùng Châu	Huân	1	H	Đức Thọ	2140	7
245	7845551	Dự án Đường Trục xã 04 (TX04) đoạn qua xã Đức An, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	7
246	7845548	Dự án Đường Trục xã 03 (TX03) đoạn qua xã Đức Long	Huân	1	H	Đức Thọ	2140	7
247	7894922	Dự án Đường giao thông nông thôn thôn Đại Nghĩa - thôn Hùng Dũng, xã Đức Yên	Huân	1	H	Đức Thọ	2140	7
248	7954641	Dự án Nâng cấp đường vào và khuôn viên trước cổng Nghĩa trang liệt sỹ huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	7
249	8161151	Dự án Nhà văn hóa cộng đồng kết hợp tránh, trú bão, lụt thôn Thị Hòa, xã Hòa Lạc, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	7
250	7719105	Dự án Nâng cấp tuyến đường liên xã Tùng Ảnh - Thị trấn (HL09)	Huân	1	H	Đức Thọ	2140	7
251	7746751	Dự án Đường giao thông xã Đức Thủy - Thái Yên	Huân	1	H	Đức Thọ	2140	7
252	7683783	Dự án Đường liên xã Đức An - Tân Hương, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	7
253	7756283	Dự án Đường và kênh tiêu úng xã Đức Lâm	Huân	1	H	Đức Thọ	2140	7
254	7744993	Dự án Đường giao thông xã Đức Yên	Huân	1	H	Đức Thọ	2140	7
255	7744995	Dự án Đường liên xã Đức Đồng - Đức Lạc	Huân	1	H	Đức Thọ	2140	7
256	7754505	Dự án Đường giao thông xã Đức Dũng	Huân	1	H	Đức Thọ	2140	7
257	7763715	Dự án Đường giao thông xã Đức Lâm nối đường đi trung tâm xã Đức Lập và Quốc lộ 8A	Huân	1	H	Đức Thọ	2140	7
258	7746750	Dự án Đường giao thông liên xã Đức La - Đức Quang	Huân	1	H	Đức Thọ	2140	7
259	7745315	Dự án Đường giao thông thôn Thịnh Cường đi trung tâm xã Đức Long	Huân	1	H	Đức Thọ	2140	7
260	7693083	Dự án Cầu Nhà Vẹo và đường ngang kết nối cầu, kè chống sạt lở thượng hạ lưu kênh T14 xã Đức An	Huân	1	H	Đức Thọ	2140	7
261	7636876	Dự án Đường giao thông xã Đức Nhân	Huân	1	H	Đức Thọ	2140	7
262	7753435	Dự án Cải tạo, sửa chữa Khu liên hợp thể thao Trung tâm văn hóa huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	7
263	7687588	Dự án Trụ sở làm việc xã Đức Dũng	Huân	1	H	Đức Thọ	2140	7
264	7769276	Dự án Trường tiểu học Đức Thanh - Hạng mục: Nhà hiệu bộ 2 tầng và nhà đa chức năng	Huân	1	H	Đức Thọ	2140	7
265	7681373	Dự án Đường giao thông nông thôn xã Đức Châu	Huân	1	H	Đức Thọ	2140	7
266	7454867	Dự án Đường giao thông nông thôn xã Đức Quang	Huân	1	H	Đức Thọ	2140	7
267	7549922	Dự án Đường giao thông nội thị thị trấn Đức Thọ	Huân	1	H	Đức Thọ	2140	7
268	7691341	Dự án Kênh mương tiêu úng xã Đức Long	Huân	1	H	Đức Thọ	2140	7
269	7596419	Dự án Sửa chữa, nâng cấp Đập Đá Trắng xã Tân Hương, huyện Đức Thọ, tỉnh Hà Tĩnh	Huân	1	H	Đức Thọ	2140	7
270	7690169	Dự án Đường giao thông liên thôn xã Đức Thanh	Huân	1	H	Đức Thọ	2140	7
271	8161152	Dự án Kênh tiêu úng xã Đức Nhân	Huân	1	H	Đức Thọ	2140	7
272	7570530	Dự án Đường giao thông nông thôn xã Đức Lâm, huyện Đức Thọ	Huân	1	H	Đức Thọ	2140	7
273	7719106	Dự án Đường trục chính xã Tân Hương đoạn qua thôn Tân Nhân	Huân	1	H	Đức Thọ	2140	7
274	8094303	 Khắc phục sạt lở Đường liên xã LX04 từ cầu Hương Đại TDP3, thị trấn Vũ Quang – Giao đường ĐH.81 tại thôn 1 xã Quang Thọ	Thuận	1	T	Vũ Quang	2140	7
275	7472673	Cầu Trảy xã Đức Lĩnh	Thuận	1	T	Vũ Quang	2140	7
276	7299796	 Đường và mương thoát nước phía Tây thị trấn Vũ Quang	Thuận	1	T	Vũ Quang	2140	7
277	8154496	Nâng cấp đường GTNT đoạn từ Cầu Gãy đến trung tâm xã Thọ Điền	Thuận	1	H	Vũ Quang	2140	7
278	7569553	Nhà văn hóa xóm 3 Bồng Giang xã Đức Giang, huyện Vũ Quang, tỉnh Hà Tĩnh	Thuận	1	H	Vũ Quang	2140	7
279	7581438	Nhà họp chấp hành trực tuyến, huyện Vũ Quang, tỉnh Hà Tĩnh	Thuận	1	H	Vũ Quang	2140	7
280	7574135	Đường 135 từ tỉnh lộ 552 đến đường IfaX (đoạn qua thôn 5 xã Đức Bồng)	Thuận	1	H	Vũ Quang	2140	7
281	7573536	Đường trục thôn xóm 1 xóm 3 Bồng Giang xã Đức Giang	Thuận	1	H	Vũ Quang	2140	7
282	7581503	Đường vào khu sản xuất chăn nuôi tập trung khe Nác Nẫy xã Sơn Thọ, huyện Vũ Quang (đoạn từ Km2+780,66 đến Km3+399,11), tỉnh Hà Tĩnh	Thuận	1	H	Vũ Quang	2140	7
283	7690166	Nhà văn hóa tổ dân phố 6 thị trấn Vũ Quang, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
284	7644739	Sửa chữa Trụ sở khôi dân huyện Vũ Quang thuộc dự án khắc phục thiệt hại do mưa lũ năm 2016 trên địa bàn huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
285	7632187	Duy tu, sửa chữa TTVH thể thao huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
286	7713556	Cải tạo, sửa chữa trường THCS Phan Đình Phùng, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
287	7635508	Nhà đa chức năng Trường tiểu học xã Đức Bồng, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
288	7656673	Cải tạo, sửa chữa trường tiểu học thị trấn Vũ Quang, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
289	7689103	Đường GTNT Hương Thọ - Hương Đại xã Đức Hương huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
290	7693205	Sửa chữa TTUD KHKT&BVCTVN huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
291	7735056	Đường GT liên thôn 4 đi thôn 8, xã Đức Bồng huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
292	7897319	Đường giao thông liên thôn Đồn Thượng đi Bình Quang, xã Đức Liên huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
293	8161041	Nhà văn hóa cộng đồng kết hợp tránh bão, lũ thôn 3, xã Ân Phú, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
294	8161042	Nhà văn hoá cộng đồng kết hợp tránh bão, lũ, thôn 4, xã Đức Bồng, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
295	7587959	Nhà học bộ môn 02 tầng 06 phòng trường THCS Liên Hương	Thuận	1	H	Vũ Quang	2140	7
296	7839654	Đường GTNT thôn Văn Giang, thôn Bồng Giang, xã Đức Giang, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
297	7963997	Sửa chữa nâng cấp đập Khe Xai xã Hương Minh, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
298	8049085	Xây dựng kênh mương nội đồng xã Đức Giang (tuyến đập Hốp Trổ - Chân Giác thôn 2 Văn Giang)	Thuận	1	H	Vũ Quang	2140	7
299	8073108	Đường GTNT NX25 thôn 4 TL552 đến Bà Nga, xã Đức Bồng	Thuận	1	H	Vũ Quang	2140	7
300	7903373	Hội trường xã Thọ Điền, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
301	7639966	Đường từ cầu Hương Đại đi bến thuyền, thị trấn Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
302	8031816	Nâng cấp, cải tạo vỉa hè nút giao ngã 3 xã Đức Bồng Km64+500/QL.281 (giao giữa QL.281 với ĐT.552) huyện Vũ Quang, tỉnh Hà Tĩnh	Thuận	1	H	Vũ Quang	2140	7
303	7907143	Nhà đa chức năng Trường TH&THCS Quang Thọ	Thuận	1	H	Vũ Quang	2140	7
304	7961149	Đường GTNT thôn Cao Phong, xã Đức Lĩnh huyện Vũ Quang (Tuyến Chọ Su- Tuyến Chọ Chưởng)	Thuận	1	H	Vũ Quang	2140	7
305	7653980	 Hệ thống điện chiếu sáng và điện trang trí trung tâm thị trấn Vũ Quang, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
306	7651695	Đường liên thôn Liên Hòa Liên Châu xã Đức Liên huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
307	7665809	Nâng cấp mở rộng đường từ TT Vũ Quang đi Hương Thọ (Đoạn từ Cầu Hương Đại đến Bãi Cùng)	Thuận	1	H	Vũ Quang	2140	7
308	7666376	Nâng cấp Đường tỉnh lộ 552 đoạn qua thị trấn Vũ Quang, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
309	7677988	Nâng cấp mở rộng đường Hương Thọ - Cửa Rào( Đoạn qua trung tâm hành chính xã Hương Thọ)	Thuận	1	H	Vũ Quang	2140	7
310	7703413	Cầu Đập Bượm xã Hương Thọ huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
311	7754557	Cải tạo nhà làm việc 03 tầng UBND huyện	Thuận	1	H	Vũ Quang	2140	7
312	7743782	Nhà học 02 tầng 6 phòng Trường tiểu học xã Đức Lĩnh huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
313	7859913	Cải tạo nhà học bộ môn, nhà hội trường, sân lát gạch, mương thoát nước trường THPT Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
314	7878420	Nhà tập luyện thế thao, Trung tâm văn hóa - truyền thông huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
315	7541321	Đường GTNT xã Đức Giang	Thuận	1	H	Vũ Quang	2140	7
316	7597353	Đường giao thông nội thị đoạn qua tổ dân phố 2 đi tổ dân phố 1 thị trấn Vũ Quang, tỉnh Hà Tĩnh	Thuận	1	H	Vũ Quang	2140	7
317	7575367	Đường trục chính xã Đức Giang huyện Vũ Quang (Đoạn từ Trường THCS Ân Giang đến Cống Choăng) tỉnh Hà Tĩnh	Thuận	1	H	Vũ Quang	2140	7
318	7692917	Cải tạo nhà làm việc 3 tầng, Trung tâm hành chính công huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
319	7899091	Cải tọa, sửa chữa khuôn viên, cổng, hàng rào Trung tâm GDTX huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
320	7935136	Đường Hương Phùng, Hương Hòa, Hương Tân, Hương Đồng xã Đức Hương, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
321	8072686	Đường GT thôn 7 NX57 ĐH77 đến Ngàn Trươi xã Đức Bồng	Thuận	1	H	Vũ Quang	2140	7
322	7489424	Đường vào khu chăn nuôi tập trung xã Hương Quang	Thuận	1	H	Vũ Quang	2140	7
323	7899092	Nhà học 02 tầng 04 phòng và bếp trường Mn xã Đức Hương	Thuận	1	H	Vũ Quang	2140	7
324	7690165	Nhà văn hóa tổ dân phố 5 thị trấn Vũ Quang, huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
325	7637127	Duy tu, sửa chữa công trình HTKT khối 4 thị trấn VQ huyện Vũ Quang	Thuận	1	H	Vũ Quang	2140	7
326	7740276	Hệ thống điện chiếu sáng thị trấn Vũ Quang, huyện Vũ Quang (Đoạn từ Cổng chào điện tử đến cổng Đài Truyền hình; Nhánh vào Trung tâm chính trị và Đài tưởng niệm)	Thuận	1	H	Vũ Quang	2140	7
327	8075396	Sửa chữa đập Nảy Cầu xã Đức Hương	Thuận	1	H	Vũ Quang	2140	7
328	8080502	Nhà tưởng niệm liệt sỹ huyện Vũ Quang, Hạng mục: Hàng rào, kè chắn đất	Thuận	1	H	Vũ Quang	2140	7
329	8133134	Quy hoạch chi tiết xây dựng Cụm công nghiệp - tiểu thủ công nghiệp tập trung huyện Vũ Quang, tỷ lệ 1/500	Thuận	1	H	Vũ Quang	2977	7
330	7768527	Cầu Hội, thị trấn Cẩm Xuyên	Nam	2	T	Cẩm Xuyên	2140	7
331	7346114	Đường vào trung tâm xã Cẩm Nam, huyện Cẩm Xuyên	Nam	2	T	Cẩm Xuyên	2140	7
332	7905535	Nâng cấp đường giao thông từ đường ĐT548 đi chùa Hương Tích, huyện Can Lộc	Hương	2	H	Can Lộc	2140	7
333	7651398	Sửa chữa, nâng cấp nghĩa trang liệt sỹ huyện Can Lộc	Hương	2	H	Can Lộc	2140	7
334	7853689	Nâng cấp, mở rộng đường giao thông liên xã Thanh Lộc - Khánh Vĩnh yên	Hương	2	H	Can Lộc	2140	7
335	8031594	Nhà học 3 tầng trường tiểu học Mỹ Lộc	Hương	2	H	Can Lộc	2140	7
336	7771913	 Đường trung tâm thị trấn Nghèn đoạn từ QL 1a giao với đường Xuân Diệu (GĐ 2) 	Hương	2	H	Can Lộc	2140	7
337	7887208	Cầu Làng xã Khánh Vĩnh Yên	Hương	2	H	Can Lộc	2140	7
338	7898767	Đường giao thông liên xã Trung Lộc - Khánh Vĩnh Yên	Hương	2	H	Can Lộc	2140	7
339	7882370	Cải tạo, nâng cấp nhà làm việc UBND huyện	Hương	2	H	Can Lộc	2140	7
340	7576610	 Đường liên thôn xóm Tài năm - Tùng Sơn và xóm Tân Hương - Tây Vinh 	Hương	2	H	Can Lộc	2140	7
341	7871377	Xây dựng ki ốt bán hàng tại chùa Hương Tích, huyện Can Lộc	Hương	2	H	Can Lộc	2140	7
342	7911734	Nâng cấp, mở rộng đường trục chính từ thôn Phong Sơn đến Cụm công nghiệp Yên Huy, xã Khánh Vĩnh Yên, huyện Can Lộc	Hương	2	H	Can Lộc	2140	7
343	7924292	Kênh tiêu úng xã Tùng Lộc	Hương	2	H	Can Lộc	2140	7
344	7933045	Sửa chữa tuyến đê Hữu Nghèn từ K5+370 – K6+275. 	Hương	2	H	Can Lộc	2140	7
345	8117709	Đường giao thông liên xã Khánh Vĩnh Yên – Vượng Lộc, huyện Can Lộc	Hương	2	H	Can Lộc	2140	7
346	8062096	Kênh tiêu úng phía nam thị trấn Nghèn	Hương	2	H	Can Lộc	2140	7
347	7930594	Nâng cấp, mở rộng đường vào khu di tích làng K130 thị trấn Nghèn, huyện Can Lộc	Hương	2	H	Can Lộc	2140	7
348	7870765	Xây dựng phần mềm thành phần, bổ sung trang thiết bị phục vụ cổng điều hành nội bộ trên địa bàn huyện	Hương	2	H	Can Lộc	2140	7
349	8131162	Hệ thống điện trang trí dải phân cách tuyến đường QL1A đi qua thị trấn Nghèn, huyện Can Lộc.	Hương	2	H	Can Lộc	2140	7
350	7881487	Nhà sinh hoạt cộng đồng thôn Minh Vượng xã Vượng Lộc, huyện Can Lộc	Hương	2	H	Can Lộc	2578	7
351	7881488	Nhà sinh hoạt cộng đồng thôn Đồng Kim xã Trung Lộc, huyện Can Lộc	Hương	2	H	Can Lộc	2578	7
352	8145036	Nâng cấp,sữa chữa tuyến đường huyện ĐH.37 năm 2025, huyện Can Lộc	hương	2	H	Can Lộc	3455	7
353	8022641	Đường giao thông từ thôn Trung Văn đi thôn Bắc Văn, xã Thạch Văn	Phú	3	H	Thạch Hà	2140	7
354	8025250	Hệ thống cây xanh tuyến đường ĐH.106 đoạn từ đường tránh Quốc lộ 1A tại xã Tân Lâm Hương đến Tỉnh lộ 21	Phú	3	H	Thạch Hà	2140	7
355	8025249	Hệ thống cây xanh Đường ĐH.105 đoạn từ cầu Hồng Quang, xã Việt Tiến đến thôn Song Hoành, xã Lưu Vĩnh Sơn	Phú	3	H	Thạch Hà	2140	7
356	8092881	Nhà đa chức năng Trường THCS Long Sơn	Phú	3	H	Thạch Hà	2140	7
357	8095527	Nhà đa chức năng Trường tiểu học Thạch Sơn	Phú	3	H	Thạch Hà	2140	7
358	7768262	Trạm biến áp 1000kVA- 22/04kV và hệ thống đường dây tại CCN Thạch Kim	Phú	3	H	Thạch Hà	2140	7
359	7757924	Xử lý mặt đê Hữu Nghèn đoạn từ K4+518,5 đến K4+872, thị trấn Thạch Hà	Phú	3	H	Thạch Hà	2140	7
360	7960157	Khối nhà khoa Cấp cứu chống độc; khoa Nội tổng hợp; khoa Y học cổ truyền - phục hồi chức năng; khoa Dược và các hạng mục phụ trợ Trung tâm Y tế huyện Thạch Hà	Phú	3	H	Thạch Hà	2140	7
361	7671682	Hạ tầng kỹ thuật khu dân cư nông thôn phục vụ phòng, chống ngập lũ cho nhân dân xã Phương Mỹ	Quân	3	#N/A	Hương Khê	2140	7
362	7744782	Cầu Cây Trồ, xã Phú Gia, huyện Hương Khê	Quân	3	T	Hương Khê	2140	7
363	7766221	Sửa chữa, nâng cấp hồ Thùng Trứa, xã Hương Trạch, huyện Hương Khê	Quân	3	T	Hương Khê	2140	7
364	7767761	Đường từ đường Hồ Chí Minh đi Huyện lộ 1 đoạn qua xã Hương Long, huyện Hương Khê	Quân	3	T	Hương Khê	2140	7
365	7771915	Cầu Bãi Hát và đường hai đầu cầu, xã Hòa Hải, huyện Hương Khê	Quân	3	T	Hương Khê	2140	7
366	7767760	Cầu Lộc Yên, huyện Hương Khê	Quân	3	T	Hương Khê	2140	7
367	7896298	Sữa chữa, nâng cấp trường THCS Chu Văn An và trường THCS Phúc Trạch	Quân	3	T	Hương Khê	2140	7
368	7896299	Khôi phục, nâng cấp Trường Tiểu học Hương Liên	Quân	3	T	Hương Khê	2140	7
369	7769284	Cầu Hói Địa, cầu Chăm Trèng và khắc phục các vị trí hư hỏng cục bộ tuyến đường liên xã 8 (Hà Linh-Phương Mỹ) huyện Hương Khê	Quân	3	T	Hương Khê	2140	7
370	7896300	Khôi phục, nâng cấp Trường Tiểu học Hương Thủy	Quân	3	T	Hương Khê	2140	7
371	7903057	Khôi phục đường giao thông xã Hương Liên	Quân	3	T	Hương Khê	2140	7
372	7957356	Khôi phục đập Khe Tra xã Phú Gia	Quân	3	T	Hương Khê	2140	7
373	7669984	Đường giao thông từ đường Hồ Chí Minh vào trung tâm xã Hương Thuỷ	Quân	3	T	Hương Khê	2140	7
374	7704352	Khu xử lý chất thải rắn tại huyện Hương Khê	Quân	3	T	Hương Khê	2140	7
375	8053449	Nhà hành chính quản trị 02 tầng Trường Tiểu học Hương Đô	Quân	3	H	Hương Khê	2140	7
376	8026958	Hệ thống cấp nước phục vụ khu xử lý chất thải rắn tại huyện Hương Khê	Quân	3	H	Hương Khê	2140	7
377	7990463	Nâng cấp đường huyện lộ 8 (ĐH93)	Quân	3	H	Hương Khê	2140	7
378	8026949	Trung tâm giáo dục nghề nghiệp - giáo dục thường xuyên	Quân	3	H	Hương Khê	2140	7
379	7990184	Nâng cấp, cải tạo nhà làm việc 3 tầng và hạng mục phụ trợ Trung tâm y tế huyện	Quân	3	H	Hương Khê	2140	7
380	8025723	Nhà HCQT kết hợp phòng phục vụ học tập Trường Mầm non Hương Trạch 	Quân	3	H	Hương Khê	2140	7
381	7947025	Nhà hỗ trợ học tập 2 tầng THCS Hương Lâm	Quân	3	H	Hương Khê	2140	7
382	7926124	Đường GTNT xóm 12,13 Hoà Hải	Quân	3	H	Hương Khê	2140	7
383	8025721	Nhà hành chính quản trị Trường Tiểu học Phúc Trạch	Quân	3	H	Hương Khê	2140	7
384	7947024	Nhà học 2 tầng 6 phòng trường THCS Hương Trà	Quân	3	H	Hương Khê	2140	7
385	7999319	Nhà phục vụ 3 tầng 6 phòng Tiểu học Hương Đô	Quân	3	H	Hương Khê	2140	7
386	8025715	Nhà hành chính quản trị kết hợp phòng phục vụ học tập Trường Mầm non Hương Trà	Quân	3	H	Hương Khê	2140	7
387	7990452	Nâng cấp, cải tạo Trung tâm văn hoá truyền thông huyện	Quân	3	H	Hương Khê	2140	7
388	7957799	Cải tạo trụ sở cơ quan Huyện ủy, UBND huyện, trụ sở làm việc Trung tâm Ứng dụng khoa học kỹ thuật và Bảo vệ cây trồng, vật nuôi huyện	Quân	3	H	Hương Khê	2140	7
389	7835060	Nâng cấp, cải tạo Trung tâm Văn hóa - Truyền thông huyện Hương Khê	Quân	3	H	Hương Khê	2140	7
390	8066750	Sửa chữa, bảo dưỡng Trụ sở làm việc Phòng Giáo dục và Đào tạo	Quân	3	H	Hương Khê	2140	7
391	7902768	Nhà học 2T8P Tiểu học xã hương thuỷ	Quân	3	H	Hương Khê	2140	7
392	8025714	Nhà HCQT kết hợp phòng phục vụ học tập Trường mầm non Hương Giang	Quân	3	H	Hương Khê	2140	7
393	7890935	Nhà học 1 tầng 4 phòng và các hạng mục phụ trợ Trường Mầm non Hương Giang	Quân	3	H	Hương Khê	2140	7
394	8026950	Sửa chữa trụ sở làm việc Khối dân và nhà làm việc Phòng Tài nguyên & Môi trường cũ	Quân	3	H	Hương Khê	2140	7
395	7955257	Nâng cấp, cải tạo Trường TH Hương Lâm (điểm chính và chúc A) và trường Mầm non (điểm thôn 10)	Quân	3	H	Hương Khê	2140	7
396	8026956	Khối hỗ trợ, phụ trợ học tập 2 tầng Trường Mầm non Hương Vĩnh	Quân	3	H	Hương Khê	2140	7
397	7946768	Nhà bộ môn 2T4P THCS Hoà Hải	Quân	3	H	Hương Khê	2140	7
398	8026954	Khối phòng học và hỗ trợ học tập 2 tầng trường Mầm non Hương Bình	Quân	3	H	Hương Khê	2140	7
399	8018890	Nâng cấp, cải tạo trường THCS và TH phúc đồng	Quân	3	H	Hương Khê	2140	7
400	7959537	Khối phòng phục vụ học tập 2T6P Trường Tiểu học Hà Linh (điểm chính)	Quân	3	H	Hương Khê	2140	7
401	7957358	Nhà văn hoá xã Điền Mỹ	Quân	3	H	Hương Khê	2140	7
402	7999320	Nhà học bộ môn 3T9P điểm Truông Bát, Tiểu học Hà Linh	Quân	3	H	Hương Khê	2140	7
403	7957791	Nhà hành chính quản trị kết hợp phòng phục vụ học tập trường mầm non Điền Mỹ (điểm chính)	Quân	3	H	Hương Khê	2140	7
404	7990454	Nhà chức năng văn hoá 2 tầng xã Hà Linh	Quân	3	H	Hương Khê	2140	7
405	8026947	Nâng cấp, sửa chữa đường ĐH93 đoạn Hương Vĩnh đi Bản Giàng 2 và đường ĐH87 đoạn qua xã Hương Thủy, Hương Giang	Quân	3	H	Hương Khê	2140	7
406	8018898	Đường GT từ đường HCM đi khu xử lý chất thải rắn huyện 	Quân	3	H	Hương Khê	2140	7
407	8026955	Khối phòng học và hỗ trợ học tập 2 tầng Trường Mầm non Hương Trà	Quân	3	H	Hương Khê	2140	7
408	8026951	Nhà học bộ môn kết hợp phòng phụ trợ học tập 2 tầng Trường tiểu học Phúc Trạch 	Quân	3	H	Hương Khê	2140	7
409	7946116	Nhà hành chính quản trị kết hợp học tập, Trường tiểu học Hương Lâm (điểm Chúc A)	Quân	3	H	Hương Khê	2140	7
410	7921704	Nâng cấp, cải tạo trường THCS Hương Lâm	Quân	3	H	Hương Khê	2140	7
411	8025719	Khối phòng phụ trợ học tập 2 tầng THCS Hà Linh 	Quân	3	H	Hương Khê	2140	7
412	7896620	Nhà hành chính quản trị 02 tầng Trường THCS Phú Gia	Quân	3	H	Hương Khê	2140	7
413	7964402	Sửa chữa, nâng cấp hồ chứa nước Khe mui xã Hương lâm	Quân	3	H	Hương Khê	2140	7
414	8018891	Nâng cấp cải tạo mầm non Bông Sen	Quân	3	H	Hương Khê	2140	7
415	8025722	Khối phòng phục vụ học tập 3T6P Trường Tiểu học Điền Mỹ	Quân	3	H	Hương Khê	2140	7
416	7944312	Đường GTNT xóm Bình Giang xã Hương Bình	Quân	3	H	Hương Khê	2140	7
417	7990474	Nhà xưởng thực hành trung tâm giáo dục nghề nghiệp, giáo dục thường xuyên huyện Hương Khê	Quân	3	H	Hương Khê	2140	7
418	7946769	Nhà học bộ môn 02 tầng 6 phòng Trường Tiểu học Hương Lâm (điểm chính)	Quân	3	H	Hương Khê	2140	7
419	8018897	Cầu dân sinh tại thôn 6,8,10 xã Hương Lâm	Quân	3	H	Hương Khê	2140	7
420	8053445	Cầu Khe trong, khe tuần	Quân	3	H	Hương Khê	2140	7
421	8026952	Nhà HCQT kết hợp phòng phục vụ học tập THCS Hương Giang	Quân	3	H	Hương Khê	2140	7
422	8002571	Đường GTNT Hà Linh	Quân	3	H	Hương Khê	2140	7
423	7946767	Nhà HCQT 2 tầng, TH Phúc Đồng	Quân	3	H	Hương Khê	2140	7
424	7999324	Đường GT huyện lộ 12 (ĐH97) đoạn qua xã Gia Phố	Quân	3	H	Hương Khê	2140	7
425	7990453	Nhà chức năng văn hoá 02 tầng xã Hương Lâm	Quân	3	H	Hương Khê	2140	7
426	7946770	Đường giao thông từ cầu Chợ Hôm đến khu hạ tầng tránh lũ xã Điền Mỹ	Quân	3	T	Hương Khê	2140	7
427	7942220	Đường GTNT xã Hương Thuỷ	Quân	3	H	Hương Khê	2140	7
428	8025718	Nhà HCQT 2 tầng THCS Phương Điền	Quân	3	H	Hương Khê	2140	7
429	7842909	Nhà học bộ môn 2 tầng 6 phòng trường THCS Hương Trà	Quân	3	H	Hương Khê	2140	7
430	8156240	Nhà văn hóa cộng đồng kết hợp tránh bão, lũ thôn Trung Thượng, xã Lộc Yên	Quân	3	H	Hương Khê	2140	7
431	7913871	Nhà hành chính quản trị 02 tầng Trường THCS Hương Trạch	Quân	3	H	Hương Khê	2140	7
